sample_id,dataset,stratum,question_len,difficulty,n_clues,n_cells,acc_low,acc_high,acc_max,rt_low,rt_high,rt_max,cost_low,cost_high,cost_max,latency_low,latency_high,latency_max,best_setting,label
gpqa_011,gpqa_diamond,1,144,0.5,0,0,0.0,0.0,0.0,4402.4,1683.4,8578.2,0.001245,0.000495,0.002427,40540.6,15449.6,81874.6,high,high
gpqa_012,gpqa_diamond,1,564,0.5,0,0,0.4,0.6,0.6,19346.2,45656.8,39018.8,0.005443,0.012821,0.010964,7677927.8,15383821.0,4171809.0,max,max
gpqa_013,gpqa_diamond,1,328,0.5,0,0,0.0,0.0,0.2,5174.2,14959.4,28836.8,0.001465,0.004216,0.008103,14946843.0,3878480.4,353090.2,max,max
gpqa_014,gpqa_diamond,1,828,0.5,0,0,1.0,1.0,1.0,4391.8,884.2,8150.6,0.00126,0.000289,0.002325,46514.8,9055.6,93371.4,high,high
gpqa_015,gpqa_diamond,1,334,0.5,0,0,0.8,0.4,0.4,27444.2,35963.8,51177.8,0.007711,0.010107,0.014369,290974.6,374409.4,534700.0,low,low
gpqa_016,gpqa_diamond,1,168,0.5,0,0,0.0,0.0,0.0,5135.0,3544.4,10226.4,0.001452,0.001017,0.002891,51402.6,35612.0,108665.2,high,high
gpqa_017,gpqa_diamond,1,481,0.5,0,0,0.2,0.0,0.2,9313.6,4650.2,15706.2,0.002636,0.001342,0.004439,92205.8,45187.0,160534.2,low,low
gpqa_018,gpqa_diamond,1,737,0.5,0,0,0.0,0.0,0.0,18914.6,28284.0,42414.8,0.005327,0.007962,0.01192,210333.8,287890.2,444421.0,low,low
gpqa_019,gpqa_diamond,1,577,0.5,0,0,0.0,0.2,0.0,1813.2,805.4,7895.6,0.00053,0.000259,0.002246,18421.0,9478.0,82681.0,high,high
gpqa_020,gpqa_diamond,1,595,0.5,0,0,1.0,1.0,1.0,6605.4,2790.4,14406.2,0.001873,0.000816,0.004071,64306.0,26461.8,140312.4,high,high
gpqa_021,gpqa_diamond,1,308,0.5,0,0,0.0,0.4,0.0,7052.6,906.6,14703.6,0.00199,0.00028,0.004145,76593.4,9943.6,155412.4,high,high
gpqa_022,gpqa_diamond,1,316,0.5,0,0,0.0,0.0,0.0,21028.0,21645.6,33953.0,0.005904,0.006088,0.009536,217361.6,218768.2,459778.2,low,low
gpqa_023,gpqa_diamond,1,717,0.5,0,0,0.4,0.2,0.0,4826.2,7895.6,14211.6,0.001378,0.002249,0.004019,46040.0,71549.2,143521.6,low,low
gpqa_024,gpqa_diamond,1,515,0.5,0,0,0.0,0.2,0.0,20531.4,27825.8,30702.0,0.005772,0.007825,0.008632,208068.2,270621.4,311968.4,high,high
gpqa_025,gpqa_diamond,1,650,0.5,0,0,0.4,0.0,0.4,17166.6,23409.0,33434.6,0.004839,0.006598,0.009407,171543.4,219565.8,295959.4,low,low
gpqa_026,gpqa_diamond,1,312,0.5,0,0,0.0,0.0,0.0,4385.4,3995.0,15631.0,0.001245,0.001147,0.004407,47093.8,44684.2,159140.0,high,high
gpqa_027,gpqa_diamond,1,390,0.5,0,0,0.2,0.2,0.6,20623.4,55775.8,45910.2,0.005796,0.015649,0.012889,216456.2,476174.0,441330.6,max,max
gpqa_028,gpqa_diamond,1,1040,0.5,0,0,0.0,0.0,0.0,3109.8,2627.8,14033.0,0.00092,0.000796,0.003992,27868.4,22621.2,123290.2,high,high
gpqa_029,gpqa_diamond,1,158,0.5,0,0,0.4,0.6,0.2,8385.0,9787.4,11954.2,0.002359,0.002763,0.003371,89428.0,104283.6,108274.6,high,high
gpqa_031,gpqa_diamond,1,213,0.5,0,0,0.2,0.2,0.0,14278.4,19229.8,31534.6,0.004013,0.00541,0.008858,127555.6,186717.8,320746.2,low,low
gpqa_035,gpqa_diamond,1,285,0.5,0,0,0.0,0.0,0.0,4255.4,3331.0,12263.0,0.001208,0.00096,0.003463,42502.8,33314.4,129027.8,high,high
gpqa_036,gpqa_diamond,1,277,0.5,0,0,0.8,0.2,0.6,12987.4,10919.2,28187.6,0.003656,0.003088,0.007925,133540.4,107237.2,288503.0,low,low
gpqa_037,gpqa_diamond,1,482,0.5,0,0,0.4,0.2,0.2,17548.6,36496.0,41861.6,0.004933,0.01025,0.011754,163590.4,335843.0,377358.4,low,low
gpqa_038,gpqa_diamond,1,621,0.5,0,0,0.2,0.0,0.0,8533.8,4975.4,17764.4,0.002418,0.001433,0.005017,77834.0,46990.2,171324.2,low,low
gpqa_040,gpqa_diamond,1,302,0.5,0,0,0.0,0.4,0.6,7172.8,2204.0,14906.4,0.002024,0.000643,0.004202,63762.0,19805.4,135649.4,max,max
gpqa_042,gpqa_diamond,1,325,0.5,0,0,0.0,0.0,0.0,14822.2,22093.6,34941.8,0.004167,0.006214,0.009813,131812.2,193490.2,317852.2,low,low
gpqa_045,gpqa_diamond,1,116,0.5,0,0,0.0,0.0,0.2,13515.8,16552.4,22279.0,0.003795,0.004656,0.006261,138768.8,156552.8,217912.2,max,max
gpqa_052,gpqa_diamond,1,535,0.5,0,0,1.0,1.0,1.0,9908.2,1503.6,17165.0,0.002799,0.000456,0.004843,93971.4,13936.4,160178.2,high,high
gpqa_053,gpqa_diamond,1,120,0.5,0,0,0.6,0.6,0.2,14524.8,11914.8,22615.0,0.004078,0.003358,0.006356,123096.4,96389.8,198187.0,high,high
gpqa_054,gpqa_diamond,1,318,0.5,0,0,1.0,1.0,1.0,2019.6,957.0,2118.4,0.000587,0.0003,0.000627,18036.8,8822.0,19108.8,high,high
gpqa_056,gpqa_diamond,1,319,0.5,0,0,0.4,0.4,0.2,8668.2,14265.0,19811.0,0.002446,0.004024,0.005579,74621.0,129312.4,195455.8,low,low
gpqa_058,gpqa_diamond,1,110,0.5,0,0,0.6,0.2,0.6,5229.8,5544.4,9727.8,0.001477,0.001576,0.00275,50321.8,51555.6,94178.0,low,low
gpqa_059,gpqa_diamond,1,573,0.5,0,0,0.8,0.6,0.8,7247.4,3234.4,13729.0,0.002052,0.000939,0.00388,69930.8,29983.8,132117.8,low,low
gpqa_065,gpqa_diamond,1,155,0.5,0,0,0.4,0.2,0.0,9236.8,8222.0,16212.8,0.002598,0.002325,0.004564,101065.0,91987.2,178287.2,low,low
gpqa_067,gpqa_diamond,1,374,0.5,0,0,0.0,0.0,0.0,9426.6,12312.2,19678.2,0.002657,0.003476,0.005541,96927.4,122927.8,195727.6,low,low
gpqa_069,gpqa_diamond,1,388,0.5,0,0,0.0,0.0,0.0,21054.2,27776.0,41907.6,0.005915,0.007808,0.011767,210687.2,278433.8,456146.8,low,low
gpqa_070,gpqa_diamond,1,375,0.5,0,0,0.0,0.2,0.0,6586.6,3938.2,14724.2,0.001863,0.001133,0.004155,63993.4,36971.6,147305.6,high,high
gpqa_076,gpqa_diamond,1,552,0.5,0,0,0.0,0.0,0.0,17780.8,29078.4,37297.0,0.005008,0.008182,0.010485,186912.2,274550.0,361286.6,low,low
gpqa_078,gpqa_diamond,1,537,0.5,0,0,0.4,0.2,0.4,18429.0,22720.8,36545.4,0.005201,0.006413,0.010286,191496.2,220461.8,506380.8,low,low
gpqa_080,gpqa_diamond,1,131,0.5,0,0,0.4,0.2,0.6,17984.6,20987.8,30785.0,0.005048,0.0059,0.008645,171752.6,193808.8,289012.0,max,max
gpqa_085,gpqa_diamond,1,304,0.5,0,0,0.6,0.2,0.4,26204.8,42180.2,49445.8,0.007356,0.01184,0.013876,260930.4,378378.0,479187.4,low,low
gpqa_086,gpqa_diamond,1,279,0.5,0,0,0.6,1.0,1.0,16750.8,20482.8,27335.0,0.004705,0.005761,0.007682,152805.8,182562.2,255108.6,high,high
gpqa_087,gpqa_diamond,1,491,0.5,0,0,0.0,0.0,0.0,3036.0,2666.2,7754.0,0.000869,0.000777,0.002203,32146.6,31574.8,92092.6,high,high
gpqa_088,gpqa_diamond,1,584,0.5,0,0,0.0,0.2,0.2,30354.8,54202.0,57288.0,0.008529,0.015217,0.016084,324062.0,564387.0,618884.0,high,high
gpqa_089,gpqa_diamond,1,175,0.5,0,0,0.0,0.4,0.2,16029.0,29770.0,34731.0,0.004504,0.008362,0.009754,178756.2,314237.0,392018.4,high,high
gpqa_092,gpqa_diamond,1,879,0.5,0,0,0.8,0.4,0.6,9228.2,12351.4,21018.8,0.002625,0.003511,0.00594,107597.0,138293.4,241811.8,low,low
gpqa_097,gpqa_diamond,1,151,0.5,0,0,0.0,0.0,0.0,22505.2,14407.2,39037.0,0.006314,0.004058,0.010956,237112.0,145471.6,410003.0,high,high
gpqa_098,gpqa_diamond,1,668,0.5,0,0,0.0,0.0,0.0,9093.2,4031.8,16410.6,0.002581,0.001175,0.004643,91752.6,39402.2,177478.0,high,high
gpqa_100,gpqa_diamond,1,331,0.5,0,0,0.2,0.0,0.2,8506.6,5362.6,15410.6,0.002402,0.001533,0.004348,87834.0,56497.2,154715.2,low,low
gpqa_101,gpqa_diamond,1,1392,0.5,0,0,0.0,0.2,0.2,28418.0,37645.2,46160.6,0.008006,0.010601,0.012987,326884.2,439165.8,518418.8,high,high
gpqa_103,gpqa_diamond,1,634,0.5,0,0,0.0,0.0,0.0,7958.4,11336.2,17317.6,0.002254,0.003211,0.004887,80315.4,119268.0,190749.6,low,low
gpqa_109,gpqa_diamond,1,1554,0.5,0,0,0.8,0.4,0.8,13911.2,11966.6,23274.6,0.00396,0.003427,0.006595,147959.4,123080.8,265484.0,low,low
gpqa_110,gpqa_diamond,1,261,0.5,0,0,0.4,0.4,0.4,20639.6,23551.8,40407.6,0.005797,0.006623,0.011345,228943.2,255303.2,451799.6,low,low
gpqa_114,gpqa_diamond,1,514,0.5,0,0,0.4,0.2,0.8,8705.2,13807.0,19510.8,0.002459,0.003898,0.005497,89412.4,141780.6,207115.2,max,max
gpqa_116,gpqa_diamond,1,569,0.5,0,0,0.0,0.0,0.0,8060.4,9816.8,16552.0,0.002282,0.002785,0.004672,86524.4,95943.6,174818.4,low,low
gpqa_117,gpqa_diamond,1,91,0.5,0,0,0.0,0.0,0.0,12552.4,11857.4,29349.6,0.003524,0.003341,0.008241,137021.0,121730.4,314208.6,high,high
gpqa_118,gpqa_diamond,1,187,0.5,0,0,0.2,0.2,0.6,20921.2,59213.2,43025.6,0.005875,0.016608,0.012077,229749.2,567403.2,443193.2,max,max
gpqa_120,gpqa_diamond,1,362,0.5,0,0,0.2,0.2,0.2,26185.8,30703.2,37281.0,0.007353,0.008629,0.010473,260046.4,294584.6,399868.4,low,low
gpqa_121,gpqa_diamond,1,577,0.5,0,0,0.2,0.0,0.0,32867.6,49212.4,43056.8,0.009227,0.013815,0.012093,366464.4,528133.6,482418.4,low,low
gpqa_123,gpqa_diamond,1,447,0.5,0,0,1.0,0.8,1.0,4792.8,8048.2,11338.2,0.00136,0.002283,0.003206,53333.8,86346.4,126181.0,low,low
gpqa_127,gpqa_diamond,1,846,0.5,0,0,0.6,0.2,0.0,10960.2,18337.2,21426.8,0.003118,0.005196,0.006062,127543.6,210827.8,253259.0,low,low
gpqa_128,gpqa_diamond,1,582,0.5,0,0,0.2,0.2,0.2,17282.6,21607.8,28165.0,0.004866,0.006088,0.007926,177680.4,190112.2,272968.6,low,low
gpqa_133,gpqa_diamond,1,118,0.5,0,0,0.0,0.0,0.0,9876.0,6178.2,15695.2,0.002778,0.001754,0.00442,92070.8,53702.8,134358.8,high,high
gpqa_134,gpqa_diamond,1,345,0.5,0,0,0.0,0.8,0.2,4482.2,7762.0,26164.6,0.001275,0.002204,0.007359,48808.8,70721.6,250259.2,high,high
gpqa_136,gpqa_diamond,1,475,0.5,0,0,0.6,0.8,0.8,11805.8,17412.8,19988.4,0.003331,0.004912,0.005635,113818.4,157315.0,185375.2,high,high
gpqa_137,gpqa_diamond,1,448,0.5,0,0,0.2,0.0,0.2,7827.0,4364.6,16498.6,0.00221,0.001252,0.004651,90371.0,67774.2,183311.8,low,low
gpqa_138,gpqa_diamond,1,341,0.5,0,0,0.0,0.0,0.0,19173.8,24289.2,35479.6,0.005389,0.006832,0.009968,203552.4,205402.8,324509.2,low,low
gpqa_140,gpqa_diamond,1,133,0.5,0,0,0.0,0.0,0.0,13896.4,10672.4,22675.8,0.003902,0.00301,0.006373,135221.4,106343.2,218946.6,high,high
gpqa_144,gpqa_diamond,1,96,0.5,0,0,0.8,0.4,0.6,8812.2,8651.2,17974.0,0.002478,0.002444,0.005057,79418.4,78205.6,171839.8,low,low
gpqa_146,gpqa_diamond,1,166,0.5,0,0,0.2,0.0,0.4,4009.6,8259.8,18628.6,0.001136,0.002337,0.005242,35171.8,79852.6,191581.0,max,max
gpqa_148,gpqa_diamond,1,752,0.5,0,0,0.0,0.0,0.0,8467.6,9159.4,28569.2,0.002397,0.002601,0.008038,90387.2,99846.2,304497.0,low,low
gpqa_149,gpqa_diamond,1,269,0.5,0,0,0.0,0.0,0.0,23737.0,28442.6,43313.4,0.006669,0.007998,0.012163,245512.2,384252.6,447752.0,low,low
gpqa_150,gpqa_diamond,1,400,0.5,0,0,0.0,0.0,0.0,4486.4,6464.6,10610.8,0.001279,0.001844,0.003007,42121.6,69490.0,105821.6,low,low
gpqa_155,gpqa_diamond,1,581,0.5,0,0,0.4,0.0,0.6,11491.4,16472.0,32176.4,0.003243,0.004649,0.009048,110165.2,151124.4,300230.8,max,max
gpqa_159,gpqa_diamond,1,471,0.5,0,0,0.8,0.4,0.4,3553.0,8557.4,18641.0,0.001015,0.002427,0.005252,33040.0,79352.4,165655.4,low,low
gpqa_160,gpqa_diamond,1,985,0.5,0,0,0.0,0.0,0.0,9699.6,2956.6,21833.6,0.002749,0.000872,0.006159,166284.2,104196.2,566287.2,high,high
gpqa_169,gpqa_diamond,1,188,0.5,0,0,0.6,0.4,0.2,2340.4,6002.0,13295.2,0.00067,0.001707,0.00375,344659.2,342889.6,214809.2,low,low
gpqa_172,gpqa_diamond,1,214,0.5,0,0,0.6,0.2,0.4,7977.4,6005.8,17685.6,0.002248,0.001707,0.004979,69240.2,50012.0,151977.2,low,low
gpqa_173,gpqa_diamond,1,535,0.5,0,0,0.4,0.4,0.4,7947.6,7777.6,17481.8,0.002249,0.002212,0.004931,71218.8,66018.2,151946.2,high,high
gpqa_181,gpqa_diamond,1,438,0.5,0,0,0.4,0.4,0.2,1828.0,8703.0,13116.2,0.000533,0.00247,0.003707,19671.2,77440.6,119921.4,low,low
gpqa_182,gpqa_diamond,1,164,0.5,0,0,0.0,0.0,0.0,6864.8,8003.8,18532.0,0.001934,0.002264,0.005214,63468.8,71986.8,176074.8,low,low
gpqa_183,gpqa_diamond,1,160,0.5,0,0,0.0,0.2,0.2,27595.2,61629.8,65777.4,0.007738,0.017278,0.018443,240933.6,510761.4,594363.0,high,high
gpqa_185,gpqa_diamond,1,110,0.5,0,0,0.4,0.0,0.2,24792.8,62125.0,48749.4,0.006954,0.017417,0.013675,219074.6,532337.6,454509.6,low,low
gpqa_186,gpqa_diamond,1,935,0.5,0,0,0.6,0.4,0.6,17891.4,17408.2,39654.2,0.005052,0.004928,0.011159,185306.6,169618.2,391715.0,low,low
gpqa_189,gpqa_diamond,1,810,0.5,0,0,0.0,0.0,0.0,14532.8,18077.2,26831.2,0.0041,0.005103,0.007556,136915.6,163640.2,262221.6,low,low
gpqa_190,gpqa_diamond,1,464,0.5,0,0,0.2,0.0,0.8,18213.8,24242.6,36557.4,0.005123,0.006822,0.010272,320059.0,234339.8,363218.2,max,max
gpqa_193,gpqa_diamond,1,253,0.5,0,0,0.0,0.0,0.0,3416.2,2347.8,9255.8,0.000975,0.000687,0.002623,30793.0,21458.8,84028.2,high,high
gpqa_194,gpqa_diamond,1,539,0.5,0,0,0.0,0.6,0.2,11586.6,14908.0,23598.4,0.003268,0.004209,0.006644,117093.0,140618.4,237521.4,high,high
gpqa_195,gpqa_diamond,1,202,0.5,0,0,0.2,0.4,0.4,6575.0,8993.4,20586.6,0.001855,0.002543,0.005791,53183.6,67837.0,178909.4,high,high
lcb_0005,livecodebench,easy,822,0.3333333333333333,0,0,1.0,1.0,1.0,4867.0,6305.2,6059.2,0.001428,0.001841,0.001774,45424.6,60674.6,60309.4,low,low
lcb_0015,livecodebench,hard,939,1.0,0,0,0.0,0.0,0.0,5231.2,32640.6,17155.6,0.001609,0.009291,0.004959,49024.8,309880.6,162274.8,low,low
lcb_0018,livecodebench,hard,1269,1.0,0,0,0.0,0.0,0.0,3302.8,18900.4,7239.0,0.001044,0.005407,0.002143,33361.8,193431.0,75105.4,low,low
lcb_0020,livecodebench,medium,1003,0.6666666666666666,0,0,0.0,0.0,0.0,1263.0,5039.0,8515.8,0.000435,0.001499,0.002476,11715.2,49127.6,85046.4,low,low
lcb_0021,livecodebench,easy,2085,0.3333333333333333,0,0,0.0,0.0,0.0,993.8,1816.4,3703.2,0.000395,0.000634,0.001162,9521.4,16161.6,34421.6,low,low
lcb_0022,livecodebench,medium,1362,0.6666666666666666,0,0,0.0,0.0,0.0,786.6,1157.6,1116.2,0.000297,0.000411,0.000402,7868.4,11252.8,11965.0,low,low
lcb_0025,livecodebench,hard,1355,1.0,0,0,0.0,0.0,0.0,3190.4,33685.2,16862.6,0.000997,0.009544,0.004833,35990.4,369355.8,189015.0,low,low
lcb_0026,livecodebench,medium,1542,0.6666666666666666,0,0,0.0,0.0,0.0,10249.2,32463.2,21284.0,0.002968,0.009196,0.006069,99115.2,287202.2,179715.0,low,low
lcb_0028,livecodebench,easy,1157,0.3333333333333333,0,0,0.0,0.0,0.0,1191.8,1548.0,973.0,0.000393,0.000503,0.000344,10683.4,14255.4,8946.4,max,max
lcb_0033,livecodebench,easy,2037,0.3333333333333333,0,0,0.0,0.0,0.0,2492.2,5837.0,4165.8,0.000784,0.001732,0.001266,26671.6,58443.4,42581.0,low,low
lcb_0043,livecodebench,medium,1390,0.6666666666666666,0,0,0.0,0.0,0.0,3141.8,7955.2,4709.6,0.000954,0.002314,0.001405,26965.2,71921.6,45418.6,low,low
lcb_0045,livecodebench,medium,737,0.6666666666666666,0,0,0.0,0.0,0.0,819.2,24473.8,9164.2,0.000355,0.006981,0.002693,7990.4,218903.0,84086.4,low,low
lcb_0046,livecodebench,hard,1606,1.0,0,0,0.0,0.0,0.0,5596.8,23244.8,14323.4,0.001695,0.006635,0.004159,51374.8,367015.4,151356.0,low,low
lcb_0047,livecodebench,medium,1197,0.6666666666666666,0,0,0.0,0.0,0.0,11220.6,36484.8,26358.0,0.003227,0.010296,0.007462,106521.4,346090.2,258187.4,low,low
lcb_0049,livecodebench,medium,1657,0.6666666666666666,0,0,0.0,0.0,0.0,1112.0,5755.2,2060.4,0.000423,0.001732,0.0007,10374.4,56265.4,20749.8,low,low
lcb_0055,livecodebench,medium,1606,0.6666666666666666,0,0,0.0,0.0,0.0,2491.4,12059.0,5982.0,0.000848,0.003529,0.001835,22646.2,111371.6,57681.0,low,low
lcb_0063,livecodebench,easy,1726,0.3333333333333333,0,0,0.0,0.0,0.0,308.6,468.8,478.6,0.00017,0.000225,0.000229,3149.8,5324.6,5321.0,low,low
lcb_0064,livecodebench,medium,892,0.6666666666666666,0,0,0.0,0.0,0.0,806.6,5380.8,2484.8,0.00031,0.001602,0.000796,8093.6,49678.0,23627.4,low,low
lcb_0065,livecodebench,medium,1464,0.6666666666666666,0,0,0.0,0.0,0.0,1993.8,17405.4,12641.0,0.00067,0.004992,0.003659,16580.6,161049.4,116471.4,low,low
lcb_0066,livecodebench,hard,1301,1.0,0,0,0.0,0.0,0.0,7195.4,32191.0,23295.4,0.002113,0.009121,0.006632,77821.2,338506.0,254052.8,low,low
lcb_0067,livecodebench,easy,1515,0.3333333333333333,0,0,0.0,0.0,0.0,1033.2,2249.6,2906.0,0.000364,0.000716,0.000901,8634.0,22815.2,28096.6,low,low
lcb_0070,livecodebench,medium,1511,0.6666666666666666,0,0,0.0,0.0,0.0,1600.8,7299.0,2787.0,0.000537,0.002143,0.000881,16009.2,73621.4,29880.8,low,low
lcb_0072,livecodebench,medium,1281,0.6666666666666666,0,0,0.0,0.0,0.0,3848.2,34387.4,19372.4,0.001188,0.009735,0.00553,34968.4,317224.6,175637.2,low,low
lcb_0075,livecodebench,medium,1755,0.6666666666666666,0,0,0.0,0.0,0.0,10002.4,14903.0,10759.8,0.002931,0.004286,0.003126,88534.0,140099.2,103284.2,low,low
lcb_0077,livecodebench,hard,1897,1.0,0,0,0.0,0.0,0.0,17297.4,47153.6,30375.6,0.004961,0.01333,0.008633,163943.4,465549.8,310714.8,low,low
lcb_0079,livecodebench,hard,1177,1.0,0,0,0.0,0.0,0.0,8496.6,52500.4,34965.4,0.002568,0.014915,0.009981,91252.6,565934.2,381586.8,low,low
lcb_0080,livecodebench,hard,1385,1.0,0,0,0.0,0.0,0.0,13855.6,53796.2,38160.4,0.004004,0.015198,0.010816,158411.8,616040.2,457133.2,low,low
lcb_0084,livecodebench,easy,1374,0.3333333333333333,0,0,0.0,0.0,0.0,320.6,234.0,404.0,0.000166,0.000149,0.000198,3674.6,3387.6,4908.8,high,high
lcb_0086,livecodebench,easy,776,0.3333333333333333,0,0,0.0,0.0,0.0,303.2,937.2,426.0,0.000157,0.000344,0.000203,3405.8,9233.6,4815.6,low,low
lcb_0091,livecodebench,easy,1168,0.3333333333333333,0,0,0.0,0.0,0.0,1372.0,2004.2,2500.4,0.00045,0.000635,0.000776,13418.6,18218.0,24118.0,low,low
lcb_0094,livecodebench,medium,1316,0.6666666666666666,0,0,0.0,0.0,0.0,1868.8,20537.8,18095.8,0.000674,0.005902,0.005218,17496.6,184428.0,162034.2,low,low
lcb_0097,livecodebench,easy,899,0.3333333333333333,0,0,0.0,0.0,0.0,307.4,528.2,319.0,0.000146,0.000217,0.000161,3327.8,5468.6,3999.4,low,low
lcb_0102,livecodebench,easy,933,0.3333333333333333,0,0,0.0,0.0,0.0,370.8,540.0,375.0,0.000157,0.000215,0.000171,4193.4,6347.0,4527.2,low,low
lcb_0106,livecodebench,easy,1102,0.3333333333333333,0,0,0.0,0.0,0.0,743.2,987.0,1188.6,0.000281,0.00036,0.000417,6321.6,8705.8,10612.2,low,low
lcb_0108,livecodebench,medium,1386,0.6666666666666666,0,0,0.0,0.0,0.0,5367.2,22849.0,17248.0,0.001584,0.006491,0.004921,45156.2,194818.2,155546.2,low,low
lcb_0112,livecodebench,medium,1796,0.6666666666666666,0,0,0.0,0.0,0.0,2268.2,27356.0,20221.0,0.00075,0.007777,0.005784,21515.4,247346.6,185802.8,low,low
lcb_0113,livecodebench,medium,2019,0.6666666666666666,0,0,0.0,0.0,0.0,3862.8,18589.0,11328.4,0.001193,0.005327,0.003296,36784.4,174493.0,104340.8,low,low
lcb_0117,livecodebench,easy,2002,0.3333333333333333,0,0,0.0,0.0,0.0,863.8,1478.4,1518.4,0.00035,0.000532,0.000545,7546.4,13537.4,13827.2,low,low
lcb_0120,livecodebench,easy,1440,0.3333333333333333,0,0,0.0,0.0,0.0,531.0,429.6,1125.6,0.000242,0.000224,0.000421,4549.6,4274.6,10290.6,high,high
lcb_0121,livecodebench,medium,1250,0.6666666666666666,0,0,0.0,0.0,0.0,1310.4,4627.6,1796.4,0.000436,0.001376,0.000584,12706.0,44171.6,17771.2,low,low
lcb_0132,livecodebench,easy,775,0.3333333333333333,0,0,0.0,0.0,0.0,2099.2,7563.6,7017.4,0.000664,0.002202,0.002052,16846.8,65840.6,60333.8,low,low
lcb_0133,livecodebench,medium,1140,0.6666666666666666,0,0,0.0,0.0,0.0,3921.6,21516.8,14401.6,0.001199,0.006138,0.004141,32771.6,180827.4,120018.2,low,low
lcb_0140,livecodebench,hard,959,1.0,0,0,0.0,0.0,0.0,3670.6,24982.4,15540.0,0.001122,0.007094,0.004452,35927.8,240571.2,152412.6,low,low
lcb_0144,livecodebench,easy,1178,0.3333333333333333,0,0,0.0,0.0,0.0,315.4,203.2,228.2,0.000157,0.000136,0.000145,3096.4,2630.8,2956.2,high,high
lcb_0146,livecodebench,hard,3561,1.0,0,0,0.0,0.0,0.0,8327.2,33375.2,23107.2,0.002568,0.009585,0.006709,79474.8,306124.4,220315.4,low,low
lcb_0147,livecodebench,medium,1447,0.6666666666666666,0,0,0.0,0.0,0.0,457.0,1916.2,1981.2,0.000233,0.00065,0.000668,4918.4,18752.6,20099.8,low,low
lcb_0148,livecodebench,easy,1228,0.3333333333333333,0,0,0.0,0.0,0.0,424.8,653.0,787.4,0.000189,0.000265,0.000304,4361.8,6640.4,8052.6,low,low
lcb_0149,livecodebench,easy,1184,0.3333333333333333,0,0,0.0,0.0,0.0,597.4,844.8,1090.8,0.00026,0.000346,0.000414,6202.4,8334.0,11440.2,low,low
lcb_0154,livecodebench,hard,3041,1.0,0,0,0.0,0.0,0.0,23164.2,65286.6,63876.2,0.006755,0.01842,0.01823,268021.4,727662.2,729774.4,low,low
lcb_0155,livecodebench,medium,1196,0.6666666666666666,0,0,0.0,0.0,0.0,469.0,1585.8,927.8,0.000224,0.000546,0.000363,4812.2,14765.0,9158.8,low,low
lcb_0157,livecodebench,easy,1066,0.3333333333333333,0,0,0.0,0.0,0.0,931.8,2579.8,1922.8,0.000337,0.000808,0.000625,8809.2,24637.0,18653.0,low,low
lcb_0159,livecodebench,medium,1891,0.6666666666666666,0,0,0.0,0.0,0.0,8931.6,46051.0,22503.8,0.002639,0.01304,0.00645,86731.2,431143.0,215177.6,low,low
lcb_0161,livecodebench,hard,1795,1.0,0,0,0.0,0.0,0.0,12461.8,48470.8,36865.4,0.003669,0.013775,0.010504,115405.4,455936.8,347389.8,low,low
lcb_0162,livecodebench,medium,2705,0.6666666666666666,0,0,0.0,0.0,0.0,12620.8,34488.2,25298.2,0.003678,0.009807,0.007238,127584.2,332502.2,253749.4,low,low
lcb_0165,livecodebench,medium,1411,0.6666666666666666,0,0,0.0,0.0,0.0,1452.8,2524.0,1110.6,0.000487,0.000797,0.000403,13965.0,24158.8,11911.8,max,max
lcb_0175,livecodebench,medium,1744,0.6666666666666666,0,0,0.0,0.0,0.0,4804.8,30971.0,10886.6,0.001467,0.008798,0.003174,40518.8,282831.0,98777.6,low,low
lcb_0177,livecodebench,medium,1941,0.6666666666666666,0,0,0.0,0.0,0.0,10634.8,30446.4,26098.2,0.003076,0.008644,0.007427,100733.8,279584.0,239836.8,low,low
lcb_0179,livecodebench,medium,1190,0.6666666666666666,0,0,0.0,0.0,0.0,13051.6,49830.6,35563.4,0.003769,0.014068,0.01007,116659.0,459502.8,460718.2,low,low
lcb_0186,livecodebench,easy,889,0.3333333333333333,0,0,0.0,0.0,0.0,1726.4,2178.0,1617.0,0.000537,0.000676,0.000519,15752.4,20524.4,15918.2,max,max
lcb_0188,livecodebench,easy,1358,0.3333333333333333,0,0,0.0,0.0,0.0,381.6,341.0,233.8,0.000177,0.000177,0.000148,3992.8,4033.4,3021.2,max,max
lcb_0194,livecodebench,hard,2404,1.0,0,0,0.0,0.0,0.2,11712.2,65348.0,58707.8,0.003655,0.01847,0.01685,116409.0,725046.2,655102.4,max,max
lcb_0199,livecodebench,medium,1635,0.6666666666666666,0,0,1.0,1.0,1.0,2183.4,14609.6,7518.2,0.00074,0.004226,0.002243,18153.0,140280.4,74040.4,low,low
lcb_0210,livecodebench,medium,2195,0.6666666666666666,0,0,1.0,1.0,0.8,4237.6,30232.2,22282.4,0.001375,0.008664,0.006439,39593.6,302571.6,223158.4,low,low
lcb_0212,livecodebench,easy,1128,0.3333333333333333,0,0,1.0,1.0,1.0,1479.2,1684.6,2139.6,0.000475,0.000538,0.000666,12421.6,16327.8,20212.6,low,low
lcb_0218,livecodebench,easy,714,0.3333333333333333,0,0,1.0,1.0,1.0,262.0,1324.6,644.8,0.000162,0.000465,0.000276,3093.2,12146.2,6874.4,low,low
